A01nficha;A01uf_mor;localidade_mor;setor_distrito_mor;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf_mor;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor;starttime;A01uf_dom;localidade_dom;setor_distrito_dom;A01ncriancas;A01npessoas13;A01npessoas;B01;B02;B02_1;B02_1_1;B02_2;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;B13;B13_1;B13_2;B13_3;B13_3_1_1;B13_3_1_2;B13_3_1_3;B13_3_1_4;B13_3_1_5;B13_3_1_88888;B14;B14_1;B14_1_1_1;B14_1_1_2;B14_1_1_3;B14_1_1_88888;B15;B15_1;B15_2;B15_3;B15_3_1_1;B15_3_1_2;B15_3_1_3;B15_3_1_88888;B16;B16_1;B16_2;B16_2_1_1;B16_2_1_2;B16_2_1_3;B16_2_1_4;B16_2_1_5;B16_2_1_88888;B17_1;B17_1_1;B17_2;B17_2_1;B17_2_2;B17_3;B17_4;B18_1;B18_2;B18_3;B19_1;B19_2;B19_3;B19_4;B19_5;B20;C01;C01_1;C02;C02_1;C03;C03_1;C04;C04_1;C05;C05_1_1;C05_1_2;C06_1;C06_2;C07_1;C07_2;C07_3;C07_4;C07_5;C07_6;C07_7;C07_8;C07_9;C07_10;C07_11;C07_12;C07_13;C08;C08_1;C09;C09_1;C09_2;C10_1;C10_2;C10_3;C10_4;C11;C11_1;C11_2;C11_3;C11_4;D15;D16_1;D16_2;D16_3;D16_4;D16_5;grupo_ped;UPT;criterio_brasil;arranjos;renda_domiciliar;renda_domiciliar_r;renda_domiciliar_pc;renda_domiciliar_pc_r;infla_ipcadf_dom;peso_dom;localidade
15202;52;5241;43;15202-4;4;18;2005-06-20;99999;99999;2;2;99999;8;99999;4;99999;99999;1;12;99999;1;3;99999;2;4;4;4;4;4;76;52;76520025;2;1;99999;15;99999;99999;99999;5241;1;2;99999;1;0;0;1;1;2;1;1;2;1;1;4;41;2;2;99999;99999;1;1;99999;2;1;3;3;1;2;2;2;2;2;2;2;2;99999;1;4;9;1;2;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;88888;99999;5;99999;99999;0,984258285;1;2;2;6;189,1594256;2024-03-07 13:51:00;52;5241;43;0;4;4;1;1;2;99999;2;2;88888;99999;2;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;5;1;1;3;1;1;1;1;2;1;1;1;1;1;2;1;1;2;99999;1;1;99999;99999;1;1;1;2;2;1;1;0;1;0;0;1;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;3;0;0;1;1;2;2;2;2;99999;99999;6;4;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15253;52;5241;43;15253-1;1;67;1956-05-19;99999;99999;1;1;99999;10;99999;1;99999;99999;2;1;99999;4;2;99999;1;3;4;4;4;4;76;52;76521990;2;1;99999;4;99999;76521990;99999;5241;2;99999;99999;1;0;0;1;1;2;1;2;2;1;1;1;1;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;2;99999;99999;2;99999;99999;1;10;0;40;1;41;2;1;2;2;2;2;2;99999;2;2;7;99999;2;1;99999;2;2000;2031,98696;88888;99999;99999;99999;0;0;12;99999;99999;0,984258285;1;2;2;2;132,2186789;2024-03-26 14:05:00;52;5241;43;0;1;1;1;1;2;99999;2;1;99999;99999;1;1;2;1;7;1;2;1;1;1;2;99999;99999;99999;99999;99999;99999;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;2;99999;1;1;0;0;0;0;0;2;99999;2;99999;99999;1;2;2;2;1;1;2;2;2;2;2;1;1;2;99999;2;99999;99999;99999;3;99999;99999;2;99999;1;0;0;1;0;0;0;0;0;1;0;0;1;2;99999;2;99999;99999;41;41;41;41;2;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;6;1;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15269;52;5241;43;15269-1;1;34;99999;99999;34;2;2;99999;8;99999;1;2;99999;4;1;99999;1;2;99999;2;4;4;4;4;4;76;22;76220760;99999;99999;15;15;99999;99999;7652;5241;2;88888;99999;1;0;0;1;1;2;1;2;2;1;1;1;41;2;1;3;16;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;7;1;1;2;99999;99999;2;99999;99999;1;0;3;88888;1;1;1;2;2;2;2;2;2;99999;1;88888;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;88888;99999;99999;0,984258285;1;2;2;2;333,6584577;2024-03-25 15:04:00;52;5241;43;3;2;5;1;1;2;99999;2;3;99999;300;99999;1;2;2;3;1;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;88888;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;2;1;1;5;1;2;1;1;2;1;1;2;2;1;1;2;99999;2;99999;2;99999;99999;99999;1;1;1;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;2;99999;2;99999;99999;41;41;41;41;2;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;6;2;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15269;52;5241;43;15269-2;2;17;2006-05-13;99999;99999;2;99999;99999;99999;99999;5;99999;99999;1;1;99999;1;2;99999;99999;3;4;4;4;4;76;22;76220760;99999;99999;15;15;99999;99999;7652;5241;1;2;99999;1;0;0;0;1;2;1;2;2;1;1;1;41;2;1;1;15;1;1;99999;1;2;99999;41;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;4;7;99999;99999;99999;99999;99999;2;2;2;99999;99999;1;88888;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;12;99999;99999;0,984258285;99999;99999;99999;2;189,1594256;2024-03-25 15:04:00;52;5241;43;3;2;5;1;1;2;99999;2;3;99999;300;99999;1;2;2;3;1;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;88888;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;2;1;1;5;1;2;1;1;2;1;1;2;2;1;1;2;99999;2;99999;2;99999;99999;99999;1;1;1;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;2;99999;2;99999;99999;41;41;41;41;2;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;6;2;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15269;52;5241;43;15269-3;3;10;99999;99999;10;1;99999;99999;99999;99999;5;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;10;10;99999;99999;7652;5241;99999;99999;99999;0;0;0;0;1;2;2;1;2;1;1;1;41;2;99999;99999;99999;1;1;99999;1;1;2;41;2;2;2;2;2;2;2;2;1;99999;9;1;4;4;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;1;0;0;0,984258285;99999;99999;99999;2;242,5069477;2024-03-25 15:04:00;52;5241;43;3;2;5;1;1;2;99999;2;3;99999;300;99999;1;2;2;3;1;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;88888;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;2;1;1;5;1;2;1;1;2;1;1;2;2;1;1;2;99999;2;99999;2;99999;99999;99999;1;1;1;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;2;99999;2;99999;99999;41;41;41;41;2;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;6;2;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15269;52;5241;43;15269-4;4;4;99999;99999;4;2;99999;99999;99999;99999;5;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;4;4;99999;99999;7652;5241;99999;99999;99999;0;0;0;0;1;2;2;1;2;1;1;4;41;2;99999;99999;99999;99999;1;99999;1;1;1;41;2;2;2;1;2;2;2;2;2;99999;4;88888;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,984258285;99999;99999;99999;1;241,2187412;2024-03-25 15:04:00;52;5241;43;3;2;5;1;1;2;99999;2;3;99999;300;99999;1;2;2;3;1;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;88888;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;2;1;1;5;1;2;1;1;2;1;1;2;2;1;1;2;99999;2;99999;2;99999;99999;99999;1;1;1;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;2;99999;2;99999;99999;41;41;41;41;2;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;6;2;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15269;52;5241;43;15269-5;5;2;99999;99999;2;2;99999;99999;99999;99999;10;99999;99999;1;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;4;41;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,984258285;99999;99999;99999;8;241,2187412;2024-03-25 15:04:00;52;5241;43;3;2;5;1;1;2;99999;2;3;99999;300;99999;1;2;2;3;1;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;88888;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;2;1;1;5;1;2;1;1;2;1;1;2;2;1;1;2;99999;2;99999;2;99999;99999;99999;1;1;1;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;2;99999;2;99999;99999;41;41;41;41;2;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;6;2;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15320;52;5241;43;15320-1;1;22;2002-02-15;99999;99999;2;2;99999;8;99999;1;1;15320-2;4;12;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;99999;99999;22;22;99999;99999;7652;5241;99999;1;41;1;0;1;0;1;2;1;1;2;1;1;4;9;1;2;99999;99999;1;1;99999;2;2;99999;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;2;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;1;3;0;40;3;1;1;2;2;2;2;2;2;99999;1;6;3;99999;99999;99999;1;1;3500;3555,97718;0;0;99999;99999;88888;99999;12;99999;99999;0,984258285;1;2;2;6;231,1836467;2024-03-07 15:48:00;52;5241;43;0;2;2;1;1;2;99999;2;3;99999;800;99999;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;3;1;1;3;1;1;88888;2;1;1;1;2;2;1;1;1;1;2;99999;1;1;99999;99999;1;1;1;2;2;1;0;1;0;0;0;1;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;1;1;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;7;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15320;52;5241;43;15320-2;2;18;99999;99999;18;2;2;99999;8;99999;12;99999;99999;4;12;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;99999;99999;18;18;99999;99999;7652;5241;99999;2;99999;1;0;1;0;1;2;1;1;2;1;1;4;41;2;1;2;14;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;7;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;12;0;0;0,984258285;1;2;2;2;189,1594256;2024-03-07 15:48:00;52;5241;43;0;2;2;1;1;2;99999;2;3;99999;800;99999;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;3;1;1;3;1;1;88888;2;1;1;1;2;2;1;1;1;1;2;99999;1;1;99999;99999;1;1;1;2;2;1;0;1;0;0;0;1;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;1;1;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;7;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15348;52;5241;43;15348-1;1;46;1977-10-03;99999;99999;1;1;99999;10;99999;1;1;15348-2;4;12;99999;2;1;15348-2;1;4;4;4;4;4;76;21;76211220;99999;99999;7;7;7653;765309;7652;5241;6;2;99999;1;0;0;1;1;1;1;1;2;1;2;4;3;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;2;3;2;2;2;99999;99999;2;99999;99999;1;11;0;40;1;9;1;2;2;2;2;2;2;99999;1;2;3;99999;99999;99999;1;1;4500;4581,571799;3000;3054,381199;99999;99999;0;0;6;7500;7635,952998;0,982195674;1;2;2;4;157,0236953;2024-02-05 10:30:00;52;5241;43;0;3;3;1;1;2;99999;2;2;670;99999;1;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;1;2;99999;99999;99999;99999;99999;99999;1;4;1;2;5;1;1;1;2;1;2;2;2;2;1;1;1;2;2;99999;2;99999;99999;99999;1;1;1;2;2;1;1;0;1;0;0;1;0;0;2;1;0;1;2;99999;2;99999;99999;41;41;41;41;1;0;1;0;0;2;99999;99999;99999;99999;99999;99999;99999;5;3;7500;7635.95299779768;2500;2545.31766593256;0.982195673829201;253.787500071735;5241
15348;52;5241;43;15348-2;2;44;99999;99999;44;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;15348-1;1;4;4;4;4;4;76;15;76150140;99999;99999;7;7;7653;765309;7652;5241;6;2;99999;1;0;0;1;1;1;1;1;2;1;1;1;41;2;1;2;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;30;0;0;0,982195674;1;2;2;5;166,8641084;2024-02-05 10:30:00;52;5241;43;0;3;3;1;1;2;99999;2;2;670;99999;1;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;1;2;99999;99999;99999;99999;99999;99999;1;4;1;2;5;1;1;1;2;1;2;2;2;2;1;1;1;2;2;99999;2;99999;99999;99999;1;1;1;2;2;1;1;0;1;0;0;1;0;0;2;1;0;1;2;99999;2;99999;99999;41;41;41;41;1;0;1;0;0;2;99999;99999;99999;99999;99999;99999;99999;5;3;7500;7635.95299779768;2500;2545.31766593256;0.982195673829201;253.787500071735;5241
15348;52;5241;43;15348-3;3;17;99999;99999;17;1;99999;99999;99999;99999;4;99999;99999;1;12;99999;1;3;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;7;7;7653;765309;7652;5241;1;2;99999;1;0;1;0;1;1;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;1;41;2;2;2;2;1;2;2;2;2;99999;5;1;5;3;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;2;0;0;0,982195674;99999;99999;99999;4;166,5917152;2024-02-05 10:30:00;52;5241;43;0;3;3;1;1;2;99999;2;2;670;99999;1;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;1;2;99999;99999;99999;99999;99999;99999;1;4;1;2;5;1;1;1;2;1;2;2;2;2;1;1;1;2;2;99999;2;99999;99999;99999;1;1;1;2;2;1;1;0;1;0;0;1;0;0;2;1;0;1;2;99999;2;99999;99999;41;41;41;41;1;0;1;0;0;2;99999;99999;99999;99999;99999;99999;99999;5;3;7500;7635.95299779768;2500;2545.31766593256;0.982195673829201;253.787500071735;5241
15358;52;5241;43;15358-1;1;40;1983-10-18;99999;99999;2;2;99999;8;99999;1;1;15358-2;2;2;99999;4;2;99999;2;3;4;4;4;4;76;53;7653;99999;99999;9;9;7629;76290390;7652;5241;1;1;9;1;0;1;0;1;2;1;2;2;1;1;1;41;2;1;2;13;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;2;0;40;1;20;1;2;2;2;2;2;2;99999;1;8;3;99999;99999;99999;1;1;1900;1930,387612;0;0;99999;99999;88888;99999;18;99999;99999;0,984258285;1;2;2;5;166,8641084;2024-03-11 09:17:00;52;5241;43;0;2;2;1;1;2;99999;2;5;99999;99999;99999;1;2;2;6;2;1;1;1;1;2;99999;99999;99999;99999;99999;99999;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;5;1;2;5;1;2;1;1;1;1;2;2;2;1;2;2;99999;2;99999;2;99999;99999;99999;3;99999;99999;2;99999;1;0;1;0;0;0;1;0;0;0;0;0;0;2;99999;2;99999;99999;20;9;41;4;2;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;6;2;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15358;52;5241;43;15358-2;2;21;2002-05-12;99999;99999;1;1;99999;10;99999;5;99999;99999;2;3;99999;1;3;99999;2;4;4;4;4;4;76;35;76355030;99999;99999;9;9;7629;76290390;7652;5241;1;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;3;41;2;2;2;2;2;2;2;2;1;99999;9;2;9;3;2;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;1;0;3;40;1;41;2;2;2;2;2;2;1;99999;7;2;3;99999;99999;99999;2;2;88888;99999;0;0;99999;99999;88888;99999;1;99999;99999;0,984258285;1;2;2;6;204,6578234;2024-03-11 09:17:00;52;5241;43;0;2;2;1;1;2;99999;2;5;99999;99999;99999;1;2;2;6;2;1;1;1;1;2;99999;99999;99999;99999;99999;99999;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;5;1;2;5;1;2;1;1;1;1;2;2;2;1;2;2;99999;2;99999;2;99999;99999;99999;3;99999;99999;2;99999;1;0;1;0;0;0;1;0;0;0;0;0;0;2;99999;2;99999;99999;20;9;41;4;2;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;6;2;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
15404;52;5241;43;15404-1;1;44;1979-09-01;99999;99999;1;1;99999;10;99999;1;2;99999;2;1;99999;2;1;15404-2;1;4;3;4;4;4;76;21;76211160;99999;99999;14;14;99999;99999;7652;5241;6;2;99999;1;0;0;1;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;7;1;1;2;99999;99999;2;99999;99999;1;0;3;40;1;1;2;1;2;2;2;2;2;99999;2;7;3;99999;99999;99999;2;1;88888;99999;0;0;99999;99999;88888;99999;5;99999;99999;0,982195674;1;2;2;2;191,6599601;2024-02-15 14:29:00;52;5241;43;1;3;4;1;1;2;99999;2;3;99999;500;99999;1;2;1;5;2;2;1;2;2;2;99999;99999;99999;99999;99999;99999;1;2;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;3;1;2;5;1;2;1;1;1;1;2;2;2;2;1;1;1;2;99999;1;3;99999;99999;1;1;1;2;1;1;1;0;1;0;0;1;0;0;1;0;0;1;2;99999;2;99999;99999;41;41;41;41;1;0;1;2;0;2;99999;99999;99999;99999;99999;99999;99999;6;4;99999;99999;99999;99999;0.982195673829201;253.787500071735;5241
15404;52;5241;43;15404-2;2;37;1986-02-28;99999;99999;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;15404-1;2;4;4;4;4;4;76;17;76170240;99999;99999;14;14;99999;99999;7652;5241;6;2;99999;1;0;0;1;1;2;1;1;2;1;1;1;41;2;1;2;16;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;13;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;20;0;0;0,982195674;1;2;2;1;267,5535261;2024-02-15 14:29:00;52;5241;43;1;3;4;1;1;2;99999;2;3;99999;500;99999;1;2;1;5;2;2;1;2;2;2;99999;99999;99999;99999;99999;99999;1;2;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;3;1;2;5;1;2;1;1;1;1;2;2;2;2;1;1;1;2;99999;1;3;99999;99999;1;1;1;2;1;1;1;0;1;0;0;1;0;0;1;0;0;1;2;99999;2;99999;99999;41;41;41;41;1;0;1;2;0;2;99999;99999;99999;99999;99999;99999;99999;6;4;99999;99999;99999;99999;0.982195673829201;253.787500071735;5241
15404;52;5241;43;15404-3;3;21;2002-08-05;99999;99999;2;2;99999;8;99999;4;99999;99999;4;1;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;99999;99999;14;14;99999;99999;7652;5241;1;2;99999;1;0;0;1;1;2;1;1;2;1;1;1;41;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;0;11;40;1;41;2;1;2;2;2;2;2;99999;2;1;3;99999;99999;99999;1;1;1500;1527,1906;0;0;99999;99999;88888;99999;3;99999;99999;0,982195674;1;2;2;5;231,1836467;2024-02-15 14:29:00;52;5241;43;1;3;4;1;1;2;99999;2;3;99999;500;99999;1;2;1;5;2;2;1;2;2;2;99999;99999;99999;99999;99999;99999;1;2;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;3;1;2;5;1;2;1;1;1;1;2;2;2;2;1;1;1;2;99999;1;3;99999;99999;1;1;1;2;1;1;1;0;1;0;0;1;0;0;1;0;0;1;2;99999;2;99999;99999;41;41;41;41;1;0;1;2;0;2;99999;99999;99999;99999;99999;99999;99999;6;4;99999;99999;99999;99999;0.982195673829201;253.787500071735;5241
15404;52;5241;43;15404-4;4;8;2015-12-16;99999;99999;2;99999;99999;99999;99999;4;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;3;4;76;53;7653;99999;99999;8;8;99999;99999;7652;5241;99999;99999;99999;1;0;0;1;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;2;1;1;41;2;2;2;2;1;2;2;2;2;99999;5;1;4;3;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,982195674;99999;99999;99999;2;282,7865299;2024-02-15 14:29:00;52;5241;43;1;3;4;1;1;2;99999;2;3;99999;500;99999;1;2;1;5;2;2;1;2;2;2;99999;99999;99999;99999;99999;99999;1;2;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;3;1;2;5;1;2;1;1;1;1;2;2;2;2;1;1;1;2;99999;1;3;99999;99999;1;1;1;2;1;1;1;0;1;0;0;1;0;0;1;0;0;1;2;99999;2;99999;99999;41;41;41;41;1;0;1;2;0;2;99999;99999;99999;99999;99999;99999;99999;6;4;99999;99999;99999;99999;0.982195673829201;253.787500071735;5241
