A01nficha;A01uf_mor;localidade_mor;setor_distrito_mor;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf_mor;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor;starttime;A01uf_dom;localidade_dom;setor_distrito_dom;A01ncriancas;A01npessoas13;A01npessoas;B01;B02;B02_1;B02_1_1;B02_2;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;B13;B13_1;B13_2;B13_3;B13_3_1_1;B13_3_1_2;B13_3_1_3;B13_3_1_4;B13_3_1_5;B13_3_1_88888;B14;B14_1;B14_1_1_1;B14_1_1_2;B14_1_1_3;B14_1_1_88888;B15;B15_1;B15_2;B15_3;B15_3_1_1;B15_3_1_2;B15_3_1_3;B15_3_1_88888;B16;B16_1;B16_2;B16_2_1_1;B16_2_1_2;B16_2_1_3;B16_2_1_4;B16_2_1_5;B16_2_1_88888;B17_1;B17_1_1;B17_2;B17_2_1;B17_2_2;B17_3;B17_4;B18_1;B18_2;B18_3;B19_1;B19_2;B19_3;B19_4;B19_5;B20;C01;C01_1;C02;C02_1;C03;C03_1;C04;C04_1;C05;C05_1_1;C05_1_2;C06_1;C06_2;C07_1;C07_2;C07_3;C07_4;C07_5;C07_6;C07_7;C07_8;C07_9;C07_10;C07_11;C07_12;C07_13;C08;C08_1;C09;C09_1;C09_2;C10_1;C10_2;C10_3;C10_4;C11;C11_1;C11_2;C11_3;C11_4;D15;D16_1;D16_2;D16_3;D16_4;D16_5;grupo_ped;UPT;criterio_brasil;arranjos;renda_domiciliar;renda_domiciliar_r;renda_domiciliar_pc;renda_domiciliar_pc_r;infla_ipcadf_dom;peso_dom;localidade
09451;52;5242;49;09451-1;1;71;99999;99999;71;1;1;99999;5;99999;1;1;09451-2;2;1;99999;1;1;09451-2;1;4;4;4;4;4;76;52;76520080;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;1;1;4;40;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;7;2;2;2;2;1;77777;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;12;;99999;1;1;2;2;2;10,67263057;2024-07-13 15:28:00;52;5242;49;0;2;2;1;1;2;;2;1;;;1;1;2;4;5;2;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;1;2;1;2;2;2;2;1;2;2;1;2;1;1;1;2;;2;;;;1;2;1;2;2;2;0;1;0;0;0;0;0;0;1;0;0;0;2;;2;;;40;59;59;59;2;;;;;2;;;;;;;;6;6;;;;;1,0;23,4277408452712;5242
09451;52;5242;49;09451-2;2;76;99999;99999;76;2;2;99999;5;99999;2;;99999;1;1;99999;1;1;09451-1;2;4;4;4;4;4;76;52;76520080;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;1;1;4;40;2;1;3;;1;2;1;;;;;;;;;;;;;;;;;;;;;6;2;5;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;;0,0;0;1;1;2;2;2;10,16547551;2024-07-13 15:28:00;52;5242;49;0;2;2;1;1;2;;2;1;;;1;1;2;4;5;2;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;1;2;1;2;2;2;2;1;2;2;1;2;1;1;1;2;;2;;;;1;2;1;2;2;2;0;1;0;0;0;0;0;0;1;0;0;0;2;;2;;;40;59;59;59;2;;;;;2;;;;;;;;6;6;;;;;1,0;23,4277408452712;5242
09454;52;5242;49;09454-1;1;23;99999;99999;23;2;2;99999;8;99999;1;1;09454-2;3;4;99999;1;3;99999;2;3;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;1;1;4;40;2;2;;;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;1;1;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;0;0;;99999;15;;99999;0,984258285;1;2;2;5;15,85490611;2024-03-18 11:05:00;52;5242;49;2;2;4;1;1;2;;2;3;;500;;1;2;2;6;2;1;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;2;2;2;1;2;2;2;2;1;1;2;;2;;1;1;;;1;1;2;2;2;1;0;1;0;0;1;1;0;0;1;0;0;0;2;;2;;;40;59;59;59;1;0;1;0;0;1;1;2;2;2;2;;;6;7;;;;;0,984258284744242;23,4277408452712;5242
09454;52;5242;49;09454-2;2;19;99999;99999;19;2;2;99999;8;99999;12;;99999;1;4;99999;1;3;99999;2;4;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;1;2;2;40;2;1;2;16;1;2;1;;;;;;;;;;;;;;;;;;;;;9;2;1;1;1;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;15;0,0;0;0,984258285;1;2;2;4;15,1796306;2024-03-18 11:05:00;52;5242;49;2;2;4;1;1;2;;2;3;;500;;1;2;2;6;2;1;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;2;2;2;1;2;2;2;2;1;1;2;;2;;1;1;;;1;1;2;2;2;1;0;1;0;0;1;1;0;0;1;0;0;0;2;;2;;;40;59;59;59;1;0;1;0;0;1;1;2;2;2;2;;;6;7;;;;;0,984258284744242;23,4277408452712;5242
09454;52;5242;49;09454-3;3;1;99999;99999;1;1;;99999;;99999;14;;99999;1;4;99999;;;99999;;;;;;;76;52;76520030;2;2;;;;;;;;;;0;0;0;0;2;;;;;2;;;;2;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;99999;;;99999;;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;;99999;;0,0;0;0,984258285;;;;8;22,76838261;2024-03-18 11:05:00;52;5242;49;2;2;4;1;1;2;;2;3;;500;;1;2;2;6;2;1;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;2;2;2;1;2;2;2;2;1;1;2;;2;;1;1;;;1;1;2;2;2;1;0;1;0;0;1;1;0;0;1;0;0;0;2;;2;;;40;59;59;59;1;0;1;0;0;1;1;2;2;2;2;;;6;7;;;;;0,984258284744242;23,4277408452712;5242
09454;52;5242;49;09454-4;4;3;99999;99999;3;2;;99999;;99999;14;;99999;4;4;99999;;;99999;;4;4;4;4;4;76;52;76520110;2;2;;;;;;5242;;;;0;0;0;0;2;;;;;2;;;;2;;;;;1;;1;1;2;40;2;2;2;2;2;2;2;2;1;;9;1;1;;;;;;;;;;;99999;;;99999;;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;;99999;;0,0;0;0,984258285;;;;1;25,14828475;2024-03-18 11:05:00;52;5242;49;2;2;4;1;1;2;;2;3;;500;;1;2;2;6;2;1;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;2;2;2;1;2;2;2;2;1;1;2;;2;;1;1;;;1;1;2;2;2;1;0;1;0;0;1;1;0;0;1;0;0;0;2;;2;;;40;59;59;59;1;0;1;0;0;1;1;2;2;2;2;;;6;7;;;;;0,984258284744242;23,4277408452712;5242
09485;52;5242;49;09485-1;1;30;99999;99999;30;2;2;99999;8;99999;1;1;09485-2;4;1;99999;2;1;09485-2;2;4;4;4;4;4;76;52;76520870;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;1;1;1;40;2;1;2;21;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;2;1;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;44;0,0;0;0,984258285;1;2;2;5;13,70419606;2024-03-14 09:08:00;52;5242;49;2;3;5;1;1;2;;2;1;;;1;1;2;1;10;4;3;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;3;1;;2;2;2;1;1;2;2;2;1;1;2;1;1;1;5;;;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;2;;2;;;40;59;59;40;1;0;0;2;0;2;;;;;;;;4;5;;;;;0,984258284744242;23,4277408452712;5242
09485;52;5242;49;09485-2;2;67;99999;99999;67;1;1;99999;10;99999;2;;99999;1;1;99999;2;1;09485-1;1;4;4;3;4;4;76;52;76522160;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;1;1;4;40;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;14;1;11;2;2;1;;99999;2;;99999;1;;;;1;40;2;1;2;2;2;2;2;;2;;7;;1;1;;1;;99999;;99999;;99999;;99999;;;99999;0,984258285;1;2;2;7;9,368808155;2024-03-14 09:08:00;52;5242;49;2;3;5;1;1;2;;2;1;;;1;1;2;1;10;4;3;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;3;1;;2;2;2;1;1;2;2;2;1;1;2;1;1;1;5;;;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;2;;2;;;40;59;59;40;1;0;0;2;0;2;;;;;;;;4;5;;;;;0,984258284744242;23,4277408452712;5242
09485;52;5242;49;09485-3;3;45;99999;99999;45;1;1;99999;10;99999;6;;99999;1;1;99999;1;;99999;1;4;4;4;4;4;76;52;76520110;2;2;;;;;;5242;;2;;1;0;;;1;2;1;2;2;2;;;;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;14;1;;2;2;2;;99999;2;;99999;1;;;;1;40;2;2;2;2;2;2;1;;7;1;1;3;;;;1;;99999;;99999;;99999;;99999;0;;99999;0,984258285;1;2;2;7;12,11562745;2024-03-14 09:08:00;52;5242;49;2;3;5;1;1;2;;2;1;;;1;1;2;1;10;4;3;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;3;1;;2;2;2;1;1;2;2;2;1;1;2;1;1;1;5;;;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;2;;2;;;40;59;59;40;1;0;0;2;0;2;;;;;;;;4;5;;;;;0,984258284744242;23,4277408452712;5242
09485;52;5242;49;09485-4;4;6;99999;99999;6;1;;99999;;99999;4;;99999;4;1;99999;;;99999;;4;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;;;1;0;0;0;1;2;1;2;2;1;1;1;40;2;;;;1;1;;1;1;3;40;2;2;2;2;2;2;2;1;2;;8;1;2;1;;;;;;;;;;99999;;;99999;;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;;99999;;0,0;0;0,984258285;;;;1;21,10060098;2024-03-14 09:08:00;52;5242;49;2;3;5;1;1;2;;2;1;;;1;1;2;1;10;4;3;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;3;1;;2;2;2;1;1;2;2;2;1;1;2;1;1;1;5;;;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;2;;2;;;40;59;59;40;1;0;0;2;0;2;;;;;;;;4;5;;;;;0,984258284744242;23,4277408452712;5242
09485;52;5242;49;09485-5;5;11;99999;99999;11;1;;99999;;99999;4;;99999;1;1;99999;;;99999;;4;4;4;4;4;76;52;76520110;2;2;;;;;;5242;;;;1;0;0;0;1;2;1;1;2;2;;;;2;;;;1;1;;1;1;1;40;1;2;2;2;2;2;2;2;2;;1;1;4;6;;;;;;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;0;0;0;0,0;0;0,984258285;;;;2;14,52523764;2024-03-14 09:08:00;52;5242;49;2;3;5;1;1;2;;2;1;;;1;1;2;1;10;4;3;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;3;1;;2;2;2;1;1;2;2;2;1;1;2;1;1;1;5;;;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;2;;2;;;40;59;59;40;1;0;0;2;0;2;;;;;;;;4;5;;;;;0,984258284744242;23,4277408452712;5242
09536;52;5242;49;09536-1;1;66;99999;99999;66;2;2;99999;5;99999;1;1;09536-2;4;1;99999;2;1;09536-2;2;4;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;1;1;4;42;2;1;4;20;1;2;1;;;;;;;;;;;;;;;;;;;;;7;2;4;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;;0,0;0;1;1;2;2;2;12,70447592;2024-07-18 14:37:00;52;5242;49;0;3;3;1;1;2;;2;1;;;1;1;2;2;7;3;1;2;2;1;1;0;1;0;0;0;0;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;2;2;2;2;2;2;2;2;2;1;1;1;2;;2;;;;1;1;2;2;2;1;0;0;1;0;0;0;0;0;1;0;0;0;2;;2;;;36;59;59;59;1;2;0;0;0;2;;;;;;;;6;3;;;;;1,0;23,4277408452712;5242
09536;52;5242;49;09536-2;2;71;99999;99999;71;1;1;99999;5;99999;2;;99999;1;1;99999;2;1;09536-1;1;4;4;3;4;4;76;52;76520030;2;2;;;;;;5242;;2;;0;0;0;0;2;;;;;1;1;4;53;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1800;1800;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;0;1800,0;1800;1;1;2;2;8;10,67263057;2024-07-18 14:37:00;52;5242;49;0;3;3;1;1;2;;2;1;;;1;1;2;2;7;3;1;2;2;1;1;0;1;0;0;0;0;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;2;2;2;2;2;2;2;2;2;1;1;1;2;;2;;;;1;1;2;2;2;1;0;0;1;0;0;0;0;0;1;0;0;0;2;;2;;;36;59;59;59;1;2;0;0;0;2;;;;;;;;6;3;;;;;1,0;23,4277408452712;5242
09536;52;5242;49;09536-3;3;43;99999;99999;43;2;1;99999;5;99999;4;;99999;4;1;99999;1;3;99999;2;4;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;2;;;;2;2;;;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;2;2;2;;99999;2;;99999;1;0;6;;1;40;2;2;2;2;2;2;1;;7;1;3;;;;;2;1412;1412;0;0;;99999;;99999;10;;99999;1;1;2;2;5;15,86680205;2024-07-18 14:37:00;52;5242;49;0;3;3;1;1;2;;2;1;;;1;1;2;2;7;3;1;2;2;1;1;0;1;0;0;0;0;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;2;2;2;2;2;2;2;2;2;1;1;1;2;;2;;;;1;1;2;2;2;1;0;0;1;0;0;0;0;0;1;0;0;0;2;;2;;;36;59;59;59;1;2;0;0;0;2;;;;;;;;6;3;;;;;1,0;23,4277408452712;5242
09576;52;5242;49;09576-1;1;28;99999;99999;28;2;2;99999;5;99999;1;1;09576-4;1;5;99999;1;2;99999;1;4;4;4;4;4;76;53;7653;;;4;4;7651;76510020;7652;5242;8;1;7653;1;0;1;0;1;2;1;2;2;1;1;4;40;2;1;2;23;1;1;;2;2;;40;;;;;;;;;;;;;9;3;2;;;;;2;1;2;;99999;2;;99999;1;0;3;56;1;40;2;2;2;2;2;2;1;;7;2;3;;;;2;2;1412;1434,582794;0;0;;99999;;99999;35;;99999;0,984258285;1;2;2;6;19,07315386;2024-03-24 12:24:00;52;5242;49;2;2;4;1;1;2;;2;5;;;;1;2;4;9;4;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;1;2;1;2;1;2;2;1;2;2;2;2;1;2;;2;;2;;;;1;1;2;2;2;1;1;0;1;1;0;1;0;0;1;0;0;0;2;;2;;;40;59;;59;1;1;1;0;0;2;;;;;;;;6;2;;;;;0,984258284744242;23,4277408452712;5242
09576;52;5242;49;09576-2;2;5;99999;99999;5;2;;99999;;99999;5;;99999;1;5;99999;;;99999;;4;4;4;4;4;76;51;76510020;;;4;4;7651;76510020;7652;5242;1;;;0;0;0;0;2;;;;;1;1;4;40;2;;;;2;1;;1;1;1;40;2;2;2;2;2;2;2;2;1;;9;1;2;2;;;;;;;;;;99999;;;99999;;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;;99999;;0,0;0;0,984258285;;;;1;17,39921514;2024-03-24 12:24:00;52;5242;49;2;2;4;1;1;2;;2;5;;;;1;2;4;9;4;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;1;2;1;2;1;2;2;1;2;2;2;2;1;2;;2;;2;;;;1;1;2;2;2;1;1;0;1;1;0;1;0;0;1;0;0;0;2;;2;;;40;59;;59;1;1;1;0;0;2;;;;;;;;6;2;;;;;0,984258284744242;23,4277408452712;5242
09576;52;5242;49;09576-3;3;0;99999;99999;0;2;;99999;;99999;5;;99999;1;5;99999;;;99999;;;;;;;76;52;76520030;2;2;;;;;;;;;;0;0;0;0;2;;;;;1;1;4;40;2;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;99999;;;99999;;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;;99999;;0,0;0;0,984258285;;;;8;25,14828475;2024-03-24 12:24:00;52;5242;49;2;2;4;1;1;2;;2;5;;;;1;2;4;9;4;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;1;2;1;2;1;2;2;1;2;2;2;2;1;2;;2;;2;;;;1;1;2;2;2;1;1;0;1;1;0;1;0;0;1;0;0;0;2;;2;;;40;59;;59;1;1;1;0;0;2;;;;;;;;6;2;;;;;0,984258284744242;23,4277408452712;5242
09576;52;5242;49;09576-4;4;78;99999;99999;78;1;2;99999;5;99999;13;;99999;4;2;99999;5;2;99999;2;2;4;4;4;4;76;52;76520760;1;;60;25;7652;;7652;5242;1;2;;1;0;1;0;1;2;1;1;2;1;1;4;40;2;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1412;1434,582794;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;7;1412,0;1434,582794;0,984258285;2;2;1;8;10,67263057;2024-03-24 12:24:00;52;5242;49;2;2;4;1;1;2;;2;5;;;;1;2;4;9;4;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;1;2;1;2;1;2;2;1;2;2;2;2;1;2;;2;;2;;;;1;1;2;2;2;1;1;0;1;1;0;1;0;0;1;0;0;0;2;;2;;;40;59;;59;1;1;1;0;0;2;;;;;;;;6;2;;;;;0,984258284744242;23,4277408452712;5242
09660;52;5242;49;09660-1;1;39;99999;99999;39;2;2;99999;5;99999;1;1;09660-2;2;4;99999;1;1;09660-2;1;4;4;3;3;4;76;52;76521730;2;1;;5;;76520110;;5242;8;2;;1;0;0;1;1;2;1;2;2;1;1;4;40;2;1;1;37;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;1;;99999;;99999;;99999;0;0;60;0,0;0;1;1;2;2;5;15,77401373;2024-07-29 10:54:00;52;5242;49;0;2;2;1;1;2;;2;5;;;;1;2;1;3;2;1;2;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;2;;2;;;;;;;2;;2;;;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;2;;;;1;1;1;2;2;;;;;;;;;;1;0;0;1;2;;2;;;40;59;59;59;1;0;1;0;0;2;;;;;;;;6;6;0;0.0;0.0;0.0;1,0;23,4277408452712;5242
09660;52;5242;49;09660-2;2;39;99999;99999;39;1;1;99999;5;99999;2;;99999;1;1;99999;1;1;09660-1;1;4;4;4;4;4;76;52;76521730;2;2;;;;;;5242;;2;;1;0;0;1;1;2;1;2;2;1;1;1;40;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;8;1;9;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;1;;99999;;99999;;99999;0;0;28;0,0;0;1;1;2;2;3;16,69177453;2024-07-29 10:54:00;52;5242;49;0;2;2;1;1;2;;2;5;;;;1;2;1;3;2;1;2;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;2;;2;;;;;;;2;;2;;;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;2;;;;1;1;1;2;2;;;;;;;;;;1;0;0;1;2;;2;;;40;59;59;59;1;0;1;0;0;2;;;;;;;;6;6;0;0.0;0.0;0.0;1,0;23,4277408452712;5242
09701;52;5242;49;09701-1;1;34;99999;99999;34;1;1;99999;5;99999;1;1;09701-2;1;1;99999;2;1;09701-2;1;4;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;2;;1;0;0;1;1;1;1;2;2;1;1;4;40;1;;;;1;1;;2;2;;56;;;;;;;;;;;;;10;1;1;1;;;;2;2;2;;99999;2;;99999;1;15;0;48;1;40;2;2;1;2;2;2;2;;3;2;3;;;;1;1;2500;2500;0;0;;99999;;99999;2;;99999;1;1;2;2;7;15,47639083;2024-07-15 18:05:00;52;5242;49;0;3;3;1;1;2;;2;1;;;1;1;2;2;5;2;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;1;3;1;1;2;2;2;2;2;2;2;2;1;1;1;2;;1;3;;;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;3;0;0;2;;2;;;40;59;59;59;1;1;2;0;0;2;;;;;;;;4;3;;;;;1,0;23,4277408452712;5242
09701;52;5242;49;09701-2;2;30;99999;99999;30;2;2;99999;5;99999;2;;99999;4;1;99999;2;1;09701-1;2;4;4;4;4;4;76;35;;;;30;30;;;7652;5242;;2;;1;0;0;1;1;1;1;1;2;1;2;2;53;1;1;1;17;1;2;1;;;;;;;;;;;;;;;;;;;;;14;1;10;2;2;2;;99999;2;;99999;1;6;0;;2;56;;;;;;;;;;;7;;2;1;;1;;99999;0;0;;99999;;99999;35;;99999;1;1;2;2;7;13,70419606;2024-07-15 18:05:00;52;5242;49;0;3;3;1;1;2;;2;1;;;1;1;2;2;5;2;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;1;3;1;1;2;2;2;2;2;2;2;2;1;1;1;2;;1;3;;;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;3;0;0;2;;2;;;40;59;59;59;1;1;2;0;0;2;;;;;;;;4;3;;;;;1,0;23,4277408452712;5242
09701;52;5242;49;09701-3;3;13;99999;99999;13;2;;99999;;99999;4;;99999;1;1;99999;;;99999;;4;4;4;4;4;76;52;76520110;2;2;;;;;;5242;;;;1;0;1;0;1;2;1;1;2;2;;;;1;2;;;1;1;;1;1;2;40;2;2;2;2;2;2;2;1;2;;8;1;4;8;;;;;;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;0;0;35;0,0;0;1;;;;2;15,90546384;2024-07-15 18:05:00;52;5242;49;0;3;3;1;1;2;;2;1;;;1;1;2;2;5;2;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;1;3;1;1;2;2;2;2;2;2;2;2;1;1;1;2;;1;3;;;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;3;0;0;2;;2;;;40;59;59;59;1;1;2;0;0;2;;;;;;;;4;3;;;;;1,0;23,4277408452712;5242
09715;52;5242;49;09715-1;1;61;99999;99999;61;1;1;99999;5;99999;1;;99999;4;12;99999;1;3;99999;1;4;4;4;4;4;76;52;76520580;2;2;;;;;;5242;;;;1;0;1;0;1;2;1;2;2;1;2;4;40;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;7;2;3;2;2;1;1412;1412;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;4;1412,0;1412;1;1;2;2;2;10,01888872;2024-07-11 12:12:00;52;5242;49;0;1;1;1;1;2;;2;1;;;1;1;2;2;5;2;1;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;2;;1;0;0;0;1;0;0;1;4;1;1;2;1;1;2;2;2;2;2;2;2;2;1;2;;1;1;1;1;;;3;;;2;;1;0;1;0;0;0;0;0;0;1;0;0;1;2;;2;;;40;59;59;59;2;;;;;2;;;;;;;;6;1;1412;1412.0;1412.0;1412.0;1,0;23,4277408452712;5242
09749;52;5242;49;09749-1;1;37;99999;99999;37;2;2;99999;5;99999;1;;99999;2;1;99999;1;2;99999;2;4;4;4;4;4;76;31;76317040;;;14;14;;;7652;5242;2;2;;1;0;1;0;1;2;1;2;2;2;;;;2;2;;;1;2;1;;;;;;;;;;;;;;;;;;;;;8;2;5;2;2;2;;99999;2;;99999;1;2;0;;1;42;2;2;2;2;2;2;1;;7;1;3;;;;1;1;1412;1412;0;0;;99999;;99999;16;;99999;1;1;2;2;2;15,77401373;2024-07-27 13:18:00;52;5242;49;1;1;2;1;1;2;;1;4;;;;1;2;1;5;2;1;2;2;1;1;0;1;0;0;0;0;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;1;2;2;2;2;2;2;2;1;2;2;;2;;2;;;;1;1;2;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;2;;2;;;42;59;59;59;2;;;;;2;;;;;;;;6;2;;;;;1,0;23,4277408452712;5242
09749;52;5242;49;09749-2;2;3;99999;99999;3;2;;99999;;99999;5;;99999;4;1;99999;;;99999;;4;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;;;0;0;0;0;1;2;1;1;2;2;;;;2;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;99999;;;99999;;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;;99999;;0,0;0;1;;;;8;25,14828475;2024-07-27 13:18:00;52;5242;49;1;1;2;1;1;2;;1;4;;;;1;2;1;5;2;1;2;2;1;1;0;1;0;0;0;0;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;1;2;2;2;2;2;2;2;1;2;2;;2;;2;;;;1;1;2;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;2;;2;;;42;59;59;59;2;;;;;2;;;;;;;;6;2;;;;;1,0;23,4277408452712;5242
